
#天津,#genre#
定远新闻综合,http://nas.191919.xyz:8888/rtp/238.1.78.205:7512 -- 0.01 MB/s
宣城公共频道,http://ak.igeizhe.com:2000/rtp/238.1.78.143:7016 -- 0.04 MB/s
宣城公共频道,http://60.168.230.197:2000/rtp/238.1.78.143:7016 -- 0.13 MB/s
宣城公共频道,http://yc.igeizhe.com:2000/rtp/238.1.78.143:7016 -- 0.04 MB/s
宣城公共频道,http://tv.igeizhe.com:2000/rtp/238.1.78.143:7016 -- 0.08 MB/s
宣城公共频道,http://yun.igeizhe.com:2000/rtp/238.1.78.143:7016 -- 0.17 MB/s
宣城公共频道,http://223.240.160.157:5000/rtp/238.1.78.143:7016 -- 0.19 MB/s
宣城公共频道,http://op.191919.xyz:8888/rtp/238.1.78.143:7016 -- 0.00 MB/s
宣城公共频道,http://60.168.229.231:2000/rtp/238.1.78.143:7016 -- 0.04 MB/s
宣城公共频道,http://nas.191919.xyz:8888/rtp/238.1.78.143:7016 -- 0.00 MB/s
宣城公共频道,http://114.96.132.130:8888/rtp/238.1.78.143:7016 -- 0.19 MB/s
宣城公共频道,http://pan.igeizhe.com:2000/rtp/238.1.78.143:7016 -- 0.08 MB/s
宣城公共频道,http://cr.igeizhe.com:2000/rtp/238.1.78.143:7016 -- 0.18 MB/s
宣城公共频道,http://h.igeizhe.com:2000/rtp/238.1.78.143:7016 -- 0.04 MB/s
宣城综合频道,http://223.240.180.139:8888/rtp/238.1.78.142:7008 -- 0.16 MB/s
宣城综合频道,http://60.168.230.197:2000/rtp/238.1.78.142:7008 -- 0.05 MB/s
宣城综合频道,http://ak.igeizhe.com:2000/rtp/238.1.78.142:7008 -- 0.04 MB/s
宣城综合频道,http://60.168.229.231:2000/rtp/238.1.78.142:7008 -- 0.14 MB/s
宣城综合频道,http://114.96.132.130:8888/rtp/238.1.78.142:7008 -- 0.19 MB/s
宣城综合频道,http://tv.igeizhe.com:2000/rtp/238.1.78.142:7008 -- 0.01 MB/s
宣城综合频道,http://yc.igeizhe.com:2000/rtp/238.1.78.142:7008 -- 0.01 MB/s
宣城综合频道,http://h.igeizhe.com:2000/rtp/238.1.78.142:7008 -- 0.06 MB/s
宣城综合频道,http://nas.191919.xyz:8888/rtp/238.1.78.142:7008 -- 0.04 MB/s
宣城综合频道,http://yun.igeizhe.com:2000/rtp/238.1.78.142:7008 -- 0.06 MB/s
宣城综合频道,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.142:7008 -- 0.05 MB/s
宣城综合频道,http://pan.igeizhe.com:2000/rtp/238.1.78.142:7008 -- 0.07 MB/s
宣城综合频道,http://cr.igeizhe.com:2000/rtp/238.1.78.142:7008 -- 0.02 MB/s
宿州公共频道,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.122:6848 -- 0.00 MB/s
宿州公共频道,http://cr.igeizhe.com:2000/rtp/238.1.78.122:6848 -- 0.00 MB/s
宿州公共频道,http://223.240.160.157:5000/rtp/238.1.78.122:6848 -- 0.29 MB/s
宿州公共频道,http://yc.igeizhe.com:2000/rtp/238.1.78.122:6848 -- 0.25 MB/s
宿州公共频道,http://yun.igeizhe.com:2000/rtp/238.1.78.122:6848 -- 0.07 MB/s
宿州公共频道,http://ak.igeizhe.com:2000/rtp/238.1.78.122:6848 -- 0.17 MB/s
宿州公共频道,http://pan.igeizhe.com:2000/rtp/238.1.78.122:6848 -- 0.05 MB/s
宿州公共频道,http://114.96.132.130:8888/rtp/238.1.78.122:6848 -- 0.29 MB/s
宿州公共频道,http://op.191919.xyz:8888/rtp/238.1.78.122:6848 -- 0.23 MB/s
宿州公共频道,http://nas.191919.xyz:8888/rtp/238.1.78.122:6848 -- 0.00 MB/s
宿州公共频道,http://60.168.230.197:2000/rtp/238.1.78.122:6848 -- 0.26 MB/s
宿州公共频道,http://60.168.229.231:2000/rtp/238.1.78.122:6848 -- 0.02 MB/s
宿州公共频道,http://tv.igeizhe.com:2000/rtp/238.1.78.122:6848 -- 0.28 MB/s
宿州公共频道,http://h.igeizhe.com:2000/rtp/238.1.78.122:6848 -- 0.13 MB/s
宿州新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.121:6840 -- 0.26 MB/s
宿州新闻综合,http://home.pinkfloyd.cn:5000/rtp/238.1.78.121:6840 -- 0.24 MB/s
宿州新闻综合,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.121:6840 -- 0.01 MB/s
宿州新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.121:6840 -- 0.15 MB/s
宿州新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.121:6840 -- 0.10 MB/s
宿州新闻综合,http://nas.191919.xyz:8888/rtp/238.1.78.121:6840 -- 0.00 MB/s
宿州新闻综合,http://223.240.160.157:5000/rtp/238.1.78.121:6840 -- 0.30 MB/s
宿州新闻综合,http://op.191919.xyz:8888/rtp/238.1.78.121:6840 -- 0.20 MB/s
宿州新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.121:6840 -- 0.05 MB/s
宿州新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.121:6840 -- 0.04 MB/s
宿州新闻综合,http://223.240.180.139:8888/rtp/238.1.78.121:6840 -- 0.24 MB/s
宿州新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.121:6840 -- 0.21 MB/s
宿州新闻综合,http://60.168.230.197:2000/rtp/238.1.78.121:6840 -- 0.16 MB/s
宿州新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.121:6840 -- 0.15 MB/s
宿州科教频道,http://pan.igeizhe.com:2000/rtp/238.1.78.123:6856 -- 0.00 MB/s
宿州科教频道,http://yun.igeizhe.com:2000/rtp/238.1.78.123:6856 -- 0.29 MB/s
宿州科教频道,http://tv.igeizhe.com:2000/rtp/238.1.78.123:6856 -- 0.04 MB/s
宿州科教频道,http://cr.igeizhe.com:2000/rtp/238.1.78.123:6856 -- 0.17 MB/s
宿州科教频道,http://ak.igeizhe.com:2000/rtp/238.1.78.123:6856 -- 0.00 MB/s
宿州科教频道,http://60.168.230.197:2000/rtp/238.1.78.123:6856 -- 0.27 MB/s
宿州科教频道,http://h.igeizhe.com:2000/rtp/238.1.78.123:6856 -- 0.11 MB/s
宿州科教频道,http://114.96.132.130:8888/rtp/238.1.78.123:6856 -- 0.29 MB/s
宿州科教频道,http://yc.igeizhe.com:2000/rtp/238.1.78.123:6856 -- 0.28 MB/s
宿州科教频道,http://60.168.229.231:2000/rtp/238.1.78.123:6856 -- 0.00 MB/s
宿州科教频道,http://223.240.180.139:8888/rtp/238.1.78.123:6856 -- 0.27 MB/s
寿县新闻综合,http://223.240.180.139:8888/rtp/238.1.78.146:7040 -- 0.00 MB/s
寿县新闻综合,http://home.pinkfloyd.cn:5000/rtp/238.1.78.146:7040 -- 0.24 MB/s
寿县新闻综合,http://op.191919.xyz:8888/rtp/238.1.78.146:7040 -- 0.14 MB/s
寿县新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.146:7040 -- 0.09 MB/s
寿县新闻综合,http://60.168.230.197:2000/rtp/238.1.78.146:7040 -- 0.20 MB/s
寿县新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.146:7040 -- 0.15 MB/s
寿县新闻综合,http://nas.191919.xyz:8888/rtp/238.1.78.146:7040 -- 0.22 MB/s
寿县新闻综合,http://114.96.132.130:8888/rtp/238.1.78.146:7040 -- 0.26 MB/s
寿县新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.146:7040 -- 0.09 MB/s
寿县新闻综合,http://223.240.160.157:5000/rtp/238.1.78.146:7040 -- 0.25 MB/s
寿县新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.146:7040 -- 0.02 MB/s
寿县新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.146:7040 -- 0.08 MB/s
寿县新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.146:7040 -- 0.06 MB/s
寿县新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.146:7040 -- 0.22 MB/s
寿县新闻综合,http://60.168.229.231:2000/rtp/238.1.78.146:7040 -- 0.10 MB/s
广德新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.212:7568 -- 0.00 MB/s
广德新闻综合,http://223.240.180.139:8888/rtp/238.1.78.212:7568 -- 0.17 MB/s
广德新闻综合,http://60.168.229.231:2000/rtp/238.1.78.212:7568 -- 0.00 MB/s
广德新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.212:7568 -- 0.14 MB/s
广德新闻综合,http://op.191919.xyz:8888/rtp/238.1.78.212:7568 -- 0.03 MB/s
广德新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.212:7568 -- 0.07 MB/s
广德新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.212:7568 -- 0.05 MB/s
广德新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.212:7568 -- 0.02 MB/s
广德新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.212:7568 -- 0.01 MB/s
广德新闻综合,http://60.168.230.197:2000/rtp/238.1.78.212:7568 -- 0.12 MB/s
广德新闻综合,http://114.96.132.130:8888/rtp/238.1.78.212:7568 -- 0.21 MB/s
广德新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.212:7568 -- 0.04 MB/s
广德生活频道,http://ak.igeizhe.com:2000/rtp/238.1.78.213:7576 -- 0.05 MB/s
广德生活频道,http://60.168.230.197:2000/rtp/238.1.78.213:7576 -- 0.09 MB/s
广德生活频道,http://223.240.160.157:5000/rtp/238.1.78.213:7576 -- 0.16 MB/s
广德生活频道,http://223.240.180.139:8888/rtp/238.1.78.213:7576 -- 0.19 MB/s
广德生活频道,http://yun.igeizhe.com:2000/rtp/238.1.78.213:7576 -- 0.12 MB/s
广德生活频道,http://pan.igeizhe.com:2000/rtp/238.1.78.213:7576 -- 0.01 MB/s
广德生活频道,http://cr.igeizhe.com:2000/rtp/238.1.78.213:7576 -- 0.00 MB/s
广德生活频道,http://yc.igeizhe.com:2000/rtp/238.1.78.213:7576 -- 0.12 MB/s
广德生活频道,http://tv.igeizhe.com:2000/rtp/238.1.78.213:7576 -- 0.05 MB/s
广德生活频道,http://60.168.229.231:2000/rtp/238.1.78.213:7576 -- 0.05 MB/s
广德生活频道,http://114.96.132.130:8888/rtp/238.1.78.213:7576 -- 0.21 MB/s
广德生活频道,http://h.igeizhe.com:2000/rtp/238.1.78.213:7576 -- 0.02 MB/s
广德生活频道,http://nas.191919.xyz:8888/rtp/238.1.78.213:7576 -- 0.13 MB/s
徽州新闻频道,http://yun.igeizhe.com:2000/rtp/238.1.78.138:6976 -- 0.09 MB/s
徽州新闻频道,http://tv.igeizhe.com:2000/rtp/238.1.78.138:6976 -- 0.08 MB/s
徽州新闻频道,http://60.168.230.197:2000/rtp/238.1.78.138:6976 -- 0.01 MB/s
徽州新闻频道,http://pan.igeizhe.com:2000/rtp/238.1.78.138:6976 -- 0.21 MB/s
徽州新闻频道,http://nas.191919.xyz:8888/rtp/238.1.78.138:6976 -- 0.22 MB/s
徽州新闻频道,http://yc.igeizhe.com:2000/rtp/238.1.78.138:6976 -- 0.02 MB/s
徽州新闻频道,http://cr.igeizhe.com:2000/rtp/238.1.78.138:6976 -- 0.15 MB/s
徽州新闻频道,http://home.pinkfloyd.cn:5000/rtp/238.1.78.138:6976 -- 0.25 MB/s
徽州新闻频道,http://h.igeizhe.com:2000/rtp/238.1.78.138:6976 -- 0.16 MB/s
徽州新闻频道,http://ak.igeizhe.com:2000/rtp/238.1.78.138:6976 -- 0.07 MB/s
徽州新闻频道,http://60.168.229.231:2000/rtp/238.1.78.138:6976 -- 0.09 MB/s
徽州新闻频道,http://114.96.132.130:8888/rtp/238.1.78.138:6976 -- 0.28 MB/s
旌德新闻综合,http://op.191919.xyz:8888/rtp/238.1.78.215:7592 -- 0.01 MB/s
旌德新闻综合,http://60.168.230.197:2000/rtp/238.1.78.215:7592 -- 0.41 MB/s
旌德新闻综合,http://223.240.180.139:8888/rtp/238.1.78.215:7592 -- 0.32 MB/s
旌德新闻综合,http://223.240.160.157:5000/rtp/238.1.78.215:7592 -- 0.36 MB/s
旌德新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.215:7592 -- 0.25 MB/s
旌德新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.215:7592 -- 0.18 MB/s
旌德新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.215:7592 -- 0.18 MB/s
旌德新闻综合,http://114.96.132.130:8888/rtp/238.1.78.215:7592 -- 0.43 MB/s
旌德新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.215:7592 -- 0.13 MB/s
旌德新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.215:7592 -- 0.04 MB/s
旌德新闻综合,http://60.168.229.231:2000/rtp/238.1.78.215:7592 -- 0.18 MB/s
旌德新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.215:7592 -- 0.17 MB/s
旌德新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.215:7592 -- 0.25 MB/s
无为新闻频道,http://h.igeizhe.com:2000/rtp/238.1.78.188:7376 -- 0.05 MB/s
无为新闻频道,http://114.96.132.130:8888/rtp/238.1.78.188:7376 -- 0.28 MB/s
无为新闻频道,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.188:7376 -- 0.06 MB/s
无为新闻频道,http://yc.igeizhe.com:2000/rtp/238.1.78.188:7376 -- 0.02 MB/s
无为新闻频道,http://60.168.230.197:2000/rtp/238.1.78.188:7376 -- 0.10 MB/s
无为新闻频道,http://cr.igeizhe.com:2000/rtp/238.1.78.188:7376 -- 0.04 MB/s
无为新闻频道,http://tv.igeizhe.com:2000/rtp/238.1.78.188:7376 -- 0.09 MB/s
无为新闻频道,http://pan.igeizhe.com:2000/rtp/238.1.78.188:7376 -- 0.12 MB/s
无为新闻频道,http://223.240.180.139:8888/rtp/238.1.78.188:7376 -- 0.19 MB/s
无为新闻频道,http://yun.igeizhe.com:2000/rtp/238.1.78.188:7376 -- 0.08 MB/s
无为新闻频道,http://nas.191919.xyz:8888/rtp/238.1.78.188:7376 -- 0.19 MB/s
无为新闻频道,http://ak.igeizhe.com:2000/rtp/238.1.78.188:7376 -- 0.00 MB/s
无为新闻频道,http://60.168.229.231:2000/rtp/238.1.78.188:7376 -- 0.13 MB/s
无为新闻频道,http://op.191919.xyz:8888/rtp/238.1.78.188:7376 -- 0.00 MB/s
明光综合频道,http://ak.igeizhe.com:2000/rtp/238.1.78.208:7536 -- 0.04 MB/s
明光综合频道,http://60.168.230.197:2000/rtp/238.1.78.208:7536 -- 0.03 MB/s
明光综合频道,http://pan.igeizhe.com:2000/rtp/238.1.78.208:7536 -- 0.01 MB/s
明光综合频道,http://60.168.229.231:2000/rtp/238.1.78.208:7536 -- 0.01 MB/s
明光综合频道,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.208:7536 -- 0.00 MB/s
明光综合频道,http://cr.igeizhe.com:2000/rtp/238.1.78.208:7536 -- 0.03 MB/s
明光综合频道,http://h.igeizhe.com:2000/rtp/238.1.78.208:7536 -- 0.03 MB/s
明光综合频道,http://nas.191919.xyz:8888/rtp/238.1.78.208:7536 -- 0.00 MB/s
明光综合频道,http://tv.igeizhe.com:2000/rtp/238.1.78.208:7536 -- 0.02 MB/s
明光综合频道,http://yun.igeizhe.com:2000/rtp/238.1.78.208:7536 -- 0.03 MB/s
明光综合频道,http://yc.igeizhe.com:2000/rtp/238.1.78.208:7536 -- 0.01 MB/s
来安新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.204:7504 -- 0.02 MB/s
来安新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.204:7504 -- 0.00 MB/s
来安新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.204:7504 -- 0.04 MB/s
来安新闻综合,http://op.191919.xyz:8888/rtp/238.1.78.204:7504 -- 0.03 MB/s
来安新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.204:7504 -- 0.02 MB/s
来安新闻综合,http://60.168.230.197:2000/rtp/238.1.78.204:7504 -- 0.02 MB/s
来安新闻综合,http://60.168.229.231:2000/rtp/238.1.78.204:7504 -- 0.01 MB/s
来安新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.204:7504 -- 0.01 MB/s
来安新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.204:7504 -- 0.03 MB/s
来安新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.204:7504 -- 0.02 MB/s
来安新闻综合,http://nas.191919.xyz:8888/rtp/238.1.78.204:7504 -- 0.03 MB/s
枞阳电视台,http://tv.igeizhe.com:2000/rtp/238.1.78.210:7552 -- 0.10 MB/s
枞阳电视台,http://op.191919.xyz:8888/rtp/238.1.78.210:7552 -- 0.26 MB/s
枞阳电视台,http://cr.igeizhe.com:2000/rtp/238.1.78.210:7552 -- 0.14 MB/s
枞阳电视台,http://60.168.229.231:2000/rtp/238.1.78.210:7552 -- 0.21 MB/s
枞阳电视台,http://ak.igeizhe.com:2000/rtp/238.1.78.210:7552 -- 0.04 MB/s
枞阳电视台,http://yun.igeizhe.com:2000/rtp/238.1.78.210:7552 -- 0.12 MB/s
枞阳电视台,http://223.240.180.139:8888/rtp/238.1.78.210:7552 -- 0.14 MB/s
枞阳电视台,http://yc.igeizhe.com:2000/rtp/238.1.78.210:7552 -- 0.23 MB/s
枞阳电视台,http://114.96.132.130:8888/rtp/238.1.78.210:7552 -- 0.28 MB/s
枞阳电视台,http://60.168.230.197:2000/rtp/238.1.78.210:7552 -- 0.01 MB/s
枞阳电视台,http://h.igeizhe.com:2000/rtp/238.1.78.210:7552 -- 0.25 MB/s
枞阳电视台,http://pan.igeizhe.com:2000/rtp/238.1.78.210:7552 -- 0.14 MB/s
桐城综合频道,http://ak.igeizhe.com:2000/rtp/238.1.78.28:6152 -- 0.14 MB/s
桐城综合频道,http://pan.igeizhe.com:2000/rtp/238.1.78.28:6152 -- 0.09 MB/s
桐城综合频道,http://114.96.132.130:8888/rtp/238.1.78.28:6152 -- 0.25 MB/s
桐城综合频道,http://op.191919.xyz:8888/rtp/238.1.78.28:6152 -- 0.00 MB/s
桐城综合频道,http://60.168.229.231:2000/rtp/238.1.78.28:6152 -- 0.05 MB/s
桐城综合频道,http://223.240.160.157:5000/rtp/238.1.78.28:6152 -- 0.26 MB/s
桐城综合频道,http://223.240.180.139:8888/rtp/238.1.78.28:6152 -- 0.04 MB/s
桐城综合频道,http://yc.igeizhe.com:2000/rtp/238.1.78.28:6152 -- 0.03 MB/s
桐城综合频道,http://h.igeizhe.com:2000/rtp/238.1.78.28:6152 -- 0.24 MB/s
桐城综合频道,http://nas.191919.xyz:8888/rtp/238.1.78.28:6152 -- 0.03 MB/s
桐城综合频道,http://60.168.230.197:2000/rtp/238.1.78.28:6152 -- 0.08 MB/s
桐城综合频道,http://yun.igeizhe.com:2000/rtp/238.1.78.28:6152 -- 0.06 MB/s
桐城综合频道,http://cr.igeizhe.com:2000/rtp/238.1.78.28:6152 -- 0.09 MB/s
桐城综合频道,http://tv.igeizhe.com:2000/rtp/238.1.78.28:6152 -- 0.11 MB/s
歙县综合频道,http://nas.191919.xyz:8888/rtp/238.1.78.200:7472 -- 0.00 MB/s
歙县综合频道,http://yc.igeizhe.com:2000/rtp/238.1.78.200:7472 -- 0.01 MB/s
歙县综合频道,http://223.240.160.157:5000/rtp/238.1.78.200:7472 -- 0.28 MB/s
歙县综合频道,http://cr.igeizhe.com:2000/rtp/238.1.78.200:7472 -- 0.04 MB/s
歙县综合频道,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.200:7472 -- 0.00 MB/s
歙县综合频道,http://yun.igeizhe.com:2000/rtp/238.1.78.200:7472 -- 0.08 MB/s
歙县综合频道,http://60.168.229.231:2000/rtp/238.1.78.200:7472 -- 0.08 MB/s
歙县综合频道,http://ak.igeizhe.com:2000/rtp/238.1.78.200:7472 -- 0.04 MB/s
歙县综合频道,http://223.240.180.139:8888/rtp/238.1.78.200:7472 -- 0.22 MB/s
歙县综合频道,http://60.168.230.197:2000/rtp/238.1.78.200:7472 -- 0.10 MB/s
歙县综合频道,http://pan.igeizhe.com:2000/rtp/238.1.78.200:7472 -- 0.14 MB/s
歙县综合频道,http://114.96.132.130:8888/rtp/238.1.78.200:7472 -- 0.28 MB/s
歙县综合频道,http://tv.igeizhe.com:2000/rtp/238.1.78.200:7472 -- 0.06 MB/s
歙县综合频道,http://op.191919.xyz:8888/rtp/238.1.78.200:7472 -- 0.00 MB/s
歙县综合频道,http://h.igeizhe.com:2000/rtp/238.1.78.200:7472 -- 0.07 MB/s
池州公共频道,http://60.168.229.231:2000/rtp/238.1.78.148:7056 -- 0.23 MB/s
池州公共频道,http://60.168.230.197:2000/rtp/238.1.78.148:7056 -- 0.04 MB/s
池州公共频道,http://yc.igeizhe.com:2000/rtp/238.1.78.148:7056 -- 0.07 MB/s
池州公共频道,http://yun.igeizhe.com:2000/rtp/238.1.78.148:7056 -- 0.00 MB/s
池州公共频道,http://pan.igeizhe.com:2000/rtp/238.1.78.148:7056 -- 0.06 MB/s
池州公共频道,http://nas.191919.xyz:8888/rtp/238.1.78.148:7056 -- 0.15 MB/s
池州公共频道,http://114.96.132.130:8888/rtp/238.1.78.148:7056 -- 0.26 MB/s
池州公共频道,http://cr.igeizhe.com:2000/rtp/238.1.78.148:7056 -- 0.15 MB/s
池州公共频道,http://ak.igeizhe.com:2000/rtp/238.1.78.148:7056 -- 0.05 MB/s
池州公共频道,http://h.igeizhe.com:2000/rtp/238.1.78.148:7056 -- 0.07 MB/s
池州公共频道,http://op.191919.xyz:8888/rtp/238.1.78.148:7056 -- 0.10 MB/s
池州公共频道,http://ipv4.dawei.us.kg:4000/rtp/238.1.78.148:7056 -- 0.00 MB/s
池州公共频道,http://223.240.180.139:8888/rtp/238.1.78.148:7056 -- 0.04 MB/s
池州公共频道,http://tv.igeizhe.com:2000/rtp/238.1.78.148:7056 -- 0.09 MB/s
池州新闻综合,http://cr.igeizhe.com:2000/rtp/238.1.78.147:7048 -- 0.06 MB/s
池州新闻综合,http://60.168.229.231:2000/rtp/238.1.78.147:7048 -- 0.09 MB/s
池州新闻综合,http://yun.igeizhe.com:2000/rtp/238.1.78.147:7048 -- 0.09 MB/s
池州新闻综合,http://223.240.160.157:5000/rtp/238.1.78.147:7048 -- 0.27 MB/s
池州新闻综合,http://223.240.180.139:8888/rtp/238.1.78.147:7048 -- 0.04 MB/s
池州新闻综合,http://tv.igeizhe.com:2000/rtp/238.1.78.147:7048 -- 0.03 MB/s
池州新闻综合,http://h.igeizhe.com:2000/rtp/238.1.78.147:7048 -- 0.08 MB/s
池州新闻综合,http://nas.191919.xyz:8888/rtp/238.1.78.147:7048 -- 0.05 MB/s
池州新闻综合,http://60.168.230.197:2000/rtp/238.1.78.147:7048 -- 0.02 MB/s
池州新闻综合,http://ak.igeizhe.com:2000/rtp/238.1.78.147:7048 -- 0.05 MB/s
池州新闻综合,http://114.96.132.130:8888/rtp/238.1.78.147:7048 -- 0.28 MB/s
池州新闻综合,http://yc.igeizhe.com:2000/rtp/238.1.78.147:7048 -- 0.05 MB/s
池州新闻综合,http://pan.igeizhe.com:2000/rtp/238.1.78.147:7048 -- 0.09 MB/s
法治天地,http://yc.igeizhe.com:2000/rtp/238.1.78.84:6544 -- 0.25 MB/s
法治天地,http://cr.igeizhe.com:2000/rtp/238.1.78.84:6544 -- 0.00 MB/s
法治天地,http://yun.igeizhe.com:2000/rtp/238.1.78.84:6544 -- 0.08 MB/s
法治天地,http://home.pinkfloyd.cn:5000/rtp/238.1.78.84:6544 -- 0.11 MB/s
法治天地,http://60.168.229.231:2000/rtp/238.1.78.84:6544 -- 0.04 MB/s
法治天地,http://op.191919.xyz:8888/rtp/238.1.78.84:6544 -- 0.02 MB/s
法治天地,http://tv.igeizhe.com:2000/rtp/238.1.78.84:6544 -- 0.27 MB/s
法治天地,http://114.96.132.130:8888/rtp/238.1.78.84:6544 -- 0.30 MB/s
法治天地,http://nas.191919.xyz:8888/rtp/238.1.78.84:6544 -- 0.24 MB/s
法治天地,http://ak.igeizhe.com:2000/rtp/238.1.78.84:6544 -- 0.04 MB/s
法治天地,http://h.igeizhe.com:2000/rtp/238.1.78.84:6544 -- 0.12 MB/s
法治天地,http://223.240.180.139:8888/rtp/238.1.78.84:6544 -- 0.29 MB/s
法治天地,http://60.168.230.197:2000/rtp/238.1.78.84:6544 -- 0.30 MB/s
法治天地,http://pan.igeizhe.com:2000/rtp/238.1.78.84:6544 -- 0.03 MB/s
泗县新闻频道,http://223.240.180.139:8888/rtp/238.1.78.193:7416 -- 0.41 MB/s
泗县新闻频道,http://cr.igeizhe.com:2000/rtp/238.1.78.193:7416 -- 0.10 MB/s
泗县新闻频道,http://op.191919.xyz:8888/rtp/238.1.78.193:7416 -- 0.07 MB/s
泗县新闻频道,http://pan.igeizhe.com:2000/rtp/238.1.78.193:7416 -- 0.19 MB/s
泗县新闻频道,http://nas.191919.xyz:8888/rtp/238.1.78.193:7416 -- 0.00 MB/s
泗县新闻频道,http://yc.igeizhe.com:2000/rtp/238.1.78.193:7416 -- 0.43 MB/s
泗县新闻频道,http://h.igeizhe.com:2000/rtp/238.1.78.193:7416 -- 0.10 MB/s
泗县新闻频道,http://ak.igeizhe.com:2000/rtp/238.1.78.193:7416 -- 0.26 MB/s
泗县新闻频道,http://60.168.230.197:2000/rtp/238.1.78.193:7416 -- 0.02 MB/s
泗县新闻频道,http://tv.igeizhe.com:2000/rtp/238.1.78.193:7416 -- 0.21 MB/s
泗县新闻频道,http://114.96.132.130:8888/rtp/238.1.78.193:7416 -- 0.42 MB/s
泗县新闻频道,http://60.168.229.231:2000/rtp/238.1.78.193:7416 -- 0.04 MB/s
泗县新闻频道,http://yun.igeizhe.com:2000/rtp/238.1.78.193:7416 -- 0.26 MB/s
海豚健康HD,http://pan.igeizhe.com:2000/rtp/238.1.79.33:4376 -- 0.04 MB/s
海豚健康HD,http://nas.191919.xyz:8888/rtp/238.1.79.33:4376 -- 0.04 MB/s
海豚健康HD,http://60.168.230.197:2000/rtp/238.1.79.33:4376 -- 0.00 MB/s
海豚健康HD,http://223.240.180.139:8888/rtp/238.1.79.33:4376 -- 0.00 MB/s
海豚健康HD,http://yun.igeizhe.com:2000/rtp/238.1.79.33:4376 -- 0.03 MB/s
海豚健康HD,http://yc.igeizhe.com:2000/rtp/238.1.79.33:4376 -- 0.01 MB/s
海豚健康HD,http://cr.igeizhe.com:2000/rtp/238.1.79.33:4376 -- 0.01 MB/s
海豚健康HD,http://ipv4.dawei.us.kg:4000/rtp/238.1.79.33:4376 -- 0.04 MB/s
海豚健康HD,http://60.168.229.231:2000/rtp/238.1.79.33:4376 -- 0.03 MB/s
海豚健康HD,http://tv.igeizhe.com:2000/rtp/238.1.79.33:4376 -- 0.03 MB/s
海豚健康HD,http://ak.igeizhe.com:2000/rtp/238.1.79.33:4376 -- 0.03 MB/s
海豚少儿HD,http://nas.191919.xyz:8888/rtp/238.1.79.32:4368 -- 0.03 MB/s
海豚少儿HD,http://ak.igeizhe.com:2000/rtp/238.1.79.32:4368 -- 0.02 MB/s
海豚少儿HD,http://223.240.180.139:8888/rtp/238.1.79.32:4368 -- 0.04 MB/s
海豚少儿HD,http://60.168.230.197:2000/rtp/238.1.79.32:4368 -- 0.03 MB/s
海豚少儿HD,http://ipv4.dawei.us.kg:4000/rtp/238.1.79.32:4368 -- 0.02 MB/s
海豚少儿HD,http://cr.igeizhe.com:2000/rtp/238.1.79.32:4368 -- 0.00 MB/s
海豚少儿HD,http://yc.igeizhe.com:2000/rtp/238.1.79.32:4368 -- 0.04 MB/s
